id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000169062,UPF3A,chr13,+,114281584,114281611,protein_coding
ENSG00000169064,ZBBX,chr3,-,167381346,167380297,protein_coding
ENSG00000169067,ACTBL2,chr5,-,57482809,57482811,protein_coding
ENSG00000169071,ROR2,chr9,-,91950162,91950162,protein_coding
ENSG00000169083,AR,chrX,+,67544032,67544033,protein_coding
ENSG00000169084,DHRSX,chrX,-,2502805,2500976,protein_coding
ENSG00000169085,C8orf46,chr8,+,66460003,66493566,protein_coding
ENSG00000169087,HSPBAP1,chr3,-,122793824,122793797,protein_coding
ENSG00000169093,ASMTL,chrX,-,1453762,1452875,protein_coding
ENSG00000169100,SLC25A6,chrX,-,1392724,1392113,protein_coding
ENSG00000169105,CHST14,chr15,+,40470998,40471006,protein_coding
ENSG00000169116,PARM1,chr4,+,74933095,74933116,protein_coding
ENSG00000169118,CSNK1G1,chr15,-,64356259,64356111,protein_coding
ENSG00000169122,FAM110B,chr8,+,57994509,57994523,protein_coding
ENSG00000169126,ARMC4,chr10,-,27999048,27999070,protein_coding
ENSG00000169129,AFAP1L2,chr10,-,114404756,114404497,protein_coding
ENSG00000169131,ZNF354A,chr5,-,178730702,178730659,protein_coding
ENSG00000169136,ATF5,chr19,+,49928702,49929205,protein_coding
ENSG00000169139,UBE2V2,chr8,+,48008400,48008431,protein_coding
ENSG00000169154,GOT1L1,chr8,-,37940129,37940124,protein_coding
ENSG00000169155,ZBTB43,chr9,+,126805006,126805040,protein_coding
ENSG00000169169,CPT1C,chr19,+,49690898,49691128,protein_coding
ENSG00000169174,PCSK9,chr1,+,55039548,55039548,protein_coding
ENSG00000169180,XPO6,chr16,-,28211920,28211964,protein_coding
ENSG00000169181,GSG1L,chr16,-,28063509,28063714,protein_coding
ENSG00000169184,MN1,chr22,-,27801498,27801756,protein_coding
ENSG00000169188,APEX2,chrX,+,55000357,55000363,protein_coding
ENSG00000169189,NSMCE1,chr16,-,27268794,27268756,protein_coding
ENSG00000169193,CCDC126,chr7,+,23597379,23597432,protein_coding
ENSG00000169194,IL13,chr5,+,132656263,132658173,protein_coding
ENSG00000169203,RP11-231C14.4,chr16,-,29505999,29505999,protein_coding
ENSG00000169208,OR10G3,chr14,-,21570744,21570744,protein_coding
ENSG00000169213,RAB3B,chr1,-,51990764,51990700,protein_coding
ENSG00000169214,OR6F1,chr1,-,247712755,247712755,protein_coding
ENSG00000169217,CD2BP2,chr16,-,30355361,30355236,protein_coding
ENSG00000169218,RSPO1,chr1,-,37634923,37634890,protein_coding
ENSG00000169220,RGS14,chr5,+,177357837,177357924,protein_coding
ENSG00000169221,TBC1D10B,chr16,-,30370264,30370444,protein_coding
ENSG00000169223,LMAN2,chr5,-,177351852,177351661,protein_coding
ENSG00000169224,GCSAML,chr1,+,247507058,247549135,protein_coding
ENSG00000169228,RAB24,chr5,-,177303744,177303719,protein_coding
ENSG00000169230,PRELID1,chr5,+,177303774,177303807,protein_coding
ENSG00000169231,THBS3,chr1,-,155209051,155207895,protein_coding
ENSG00000169239,CA5B,chrX,+,15688830,15738278,protein_coding
ENSG00000169241,SLC50A1,chr1,+,155135344,155135852,protein_coding
ENSG00000169242,EFNA1,chr1,+,155127460,155127876,protein_coding
ENSG00000169245,CXCL10,chr4,-,76023497,76023497,protein_coding
ENSG00000169246,NPIPB3,chr16,-,21448567,21448567,protein_coding
ENSG00000169247,SH3TC2,chr5,-,149063163,149063062,protein_coding
ENSG00000169248,CXCL11,chr4,-,76041415,76036070,protein_coding
ENSG00000169249,ZRSR2,chrX,+,15790472,15790484,protein_coding
ENSG00000169251,NMD3,chr3,+,161104696,161221311,protein_coding
ENSG00000169252,ADRB2,chr5,+,148825245,148825245,protein_coding
ENSG00000169255,B3GALNT1,chr3,-,161105384,161105289,protein_coding
ENSG00000169258,GPRIN1,chr5,-,176610133,176610154,protein_coding
ENSG00000169271,HSPB3,chr5,+,54455601,54455699,protein_coding
ENSG00000169282,KCNAB1,chr3,+,156037701,156291037,protein_coding
ENSG00000169288,MRPL1,chr4,+,77862520,77862837,protein_coding
ENSG00000169291,SHE,chr1,-,154502113,154502408,protein_coding
ENSG00000169297,NR0B1,chrX,-,30309598,30309390,protein_coding
ENSG00000169299,PGM2,chr4,+,37826633,37826718,protein_coding
ENSG00000169302,STK32A,chr5,+,147234963,147235059,protein_coding
ENSG00000169306,IL1RAPL1,chrX,+,28587399,28587474,protein_coding
ENSG00000169313,P2RY12,chr3,-,151384812,151384753,protein_coding
ENSG00000169314,C22orf15,chr22,+,23763021,23763021,protein_coding
ENSG00000169327,OR5AU1,chr14,-,21156063,21156063,protein_coding
ENSG00000169330,KIAA1024,chr15,+,79432516,79432336,protein_coding
ENSG00000169340,PDILT,chr16,-,20404737,20404737,protein_coding
ENSG00000169344,UMOD,chr16,-,20356301,20352715,protein_coding
ENSG00000169347,GP2,chr16,-,20327808,20327507,protein_coding
ENSG00000169359,SLC33A1,chr3,-,155854429,155854406,protein_coding
ENSG00000169371,SNUPN,chr15,-,75626469,75625702,protein_coding
ENSG00000169372,CRADD,chr12,+,93677375,93677378,protein_coding
ENSG00000169375,SIN3A,chr15,-,75455842,75451690,protein_coding
ENSG00000169379,ARL13B,chr3,+,93980139,93980155,protein_coding
ENSG00000169385,RNASE2,chr14,+,20955452,20955487,protein_coding
ENSG00000169393,ELSPBP1,chr19,+,47994651,47994673,protein_coding
ENSG00000169397,RNASE3,chr14,+,20891399,20891402,protein_coding
ENSG00000169398,PTK2,chr8,-,141002216,141001229,protein_coding
ENSG00000169402,RSPH10B2,chr7,+,6754109,6754109,protein_coding
ENSG00000169403,PTAFR,chr1,-,28193936,28176690,protein_coding
ENSG00000169410,PTPN9,chr15,-,75579289,75579315,protein_coding
ENSG00000169413,RNASE6,chr14,+,20781051,20781070,protein_coding
ENSG00000169418,NPR1,chr1,+,153678637,153678647,protein_coding
ENSG00000169427,KCNK9,chr8,-,139703056,139602125,protein_coding
ENSG00000169429,CXCL8,chr4,+,73740506,73740569,protein_coding
ENSG00000169432,SCN9A,chr2,-,166375993,166375944,protein_coding
ENSG00000169435,RASSF6,chr4,-,73620631,73620424,protein_coding
ENSG00000169436,COL22A1,chr8,-,138914006,138914041,protein_coding
ENSG00000169439,SDC2,chr8,+,96493351,96493813,protein_coding
ENSG00000169442,CD52,chr1,+,26317957,26317958,protein_coding
ENSG00000169446,MMGT1,chrX,-,135974063,135973988,protein_coding
ENSG00000169469,SPRR1B,chr1,+,153031202,153031203,protein_coding
ENSG00000169474,SPRR1A,chr1,+,152985231,152985264,protein_coding
ENSG00000169484,OR4K14,chr14,-,20015193,20015193,protein_coding
ENSG00000169488,OR4K15,chr14,+,19975444,19975444,protein_coding
ENSG00000169490,TM2D2,chr8,-,38996824,38996496,protein_coding
ENSG00000169495,HTRA4,chr8,+,38974164,38974234,protein_coding
ENSG00000169499,PLEKHA2,chr8,+,38901235,38901787,protein_coding
ENSG00000169504,CLIC4,chr1,+,24745357,24745447,protein_coding
ENSG00000169507,SLC38A11,chr2,-,164955525,164955525,protein_coding
ENSG00000169508,GPR183,chr13,-,99307405,99307398,protein_coding
ENSG00000169509,CRCT1,chr1,+,152514502,152514482,protein_coding
ENSG00000169515,CCDC8,chr19,-,46413584,46413564,protein_coding
ENSG00000169519,METTL15,chr11,+,28108248,28110314,protein_coding
ENSG00000169548,ZNF280A,chr22,-,22520270,22520270,protein_coding
ENSG00000169550,MUC15,chr11,-,26572233,26572263,protein_coding
ENSG00000169551,CT55,chrX,-,135171398,135171398,protein_coding
ENSG00000169554,ZEB2,chr2,-,144524583,144520119,protein_coding
ENSG00000169562,GJB1,chrX,+,71215194,71215239,protein_coding
ENSG00000169564,PCBP1,chr2,+,70087454,70087477,protein_coding
ENSG00000169567,HINT1,chr5,-,131171735,131165256,protein_coding
ENSG00000169570,DTWD2,chr5,-,118988545,118988534,protein_coding
ENSG00000169575,VPREB1,chr22,+,22244675,22244793,protein_coding
ENSG00000169583,CLIC3,chr9,-,136996803,136996566,protein_coding
ENSG00000169592,INO80E,chr16,+,29995294,29996250,protein_coding
ENSG00000169594,BNC1,chr15,-,83284716,83284664,protein_coding
ENSG00000169598,DFFB,chr1,+,3857267,3857476,protein_coding
ENSG00000169599,NFU1,chr2,-,69437628,69437435,protein_coding
ENSG00000169604,ANTXR1,chr2,+,69013178,69013179,protein_coding
ENSG00000169605,GKN1,chr2,+,68974573,68974636,protein_coding
ENSG00000169607,CKAP2L,chr2,-,112764677,112764609,protein_coding
ENSG00000169609,C15orf40,chr15,-,83011641,83011592,protein_coding
ENSG00000169612,FAM103A1,chr15,+,82986207,82986214,protein_coding
ENSG00000169618,PROKR1,chr2,+,68643589,68643589,protein_coding
ENSG00000169621,APLF,chr2,+,68467561,68467585,protein_coding
ENSG00000169627,BOLA2B,chr16,-,30194306,30193666,protein_coding
ENSG00000169629,RGPD8,chr2,-,112434488,112434488,protein_coding
ENSG00000169635,HIC2,chr22,+,21417404,21417371,protein_coding
ENSG00000169641,LUZP1,chr1,-,23177808,23168817,protein_coding
ENSG00000169660,HEXDC,chr17,+,82418318,82418357,protein_coding
ENSG00000169676,DRD5,chr4,+,9781680,9781634,protein_coding
ENSG00000169679,BUB1,chr2,-,110678114,110678063,protein_coding
ENSG00000169682,SPNS1,chr16,+,28974221,28974786,protein_coding
ENSG00000169683,LRRC45,chr17,+,82023302,82023305,protein_coding
ENSG00000169684,CHRNA5,chr15,+,78565520,78565540,protein_coding
ENSG00000169688,MT1B,chr16,+,56651899,56651886,protein_coding
ENSG00000169689,STRA13,chr17,-,82024107,82022878,protein_coding
ENSG00000169692,AGPAT2,chr9,-,136687423,136687442,protein_coding
ENSG00000169696,ASPSCR1,chr17,+,81976807,81977629,protein_coding
ENSG00000169704,GP9,chr3,+,129060767,129060781,protein_coding
ENSG00000169710,FASN,chr17,-,82098332,82098235,protein_coding
ENSG00000169714,CNBP,chr3,-,129183922,129183896,protein_coding
ENSG00000169715,MT1E,chr16,+,56625475,56625781,protein_coding
ENSG00000169717,ACTRT2,chr1,+,3021483,3021504,protein_coding
ENSG00000169718,DUS1L,chr17,-,82065887,82065804,protein_coding
ENSG00000169727,GPS1,chr17,+,82050691,82051901,protein_coding
ENSG00000169733,RFNG,chr17,-,82051831,82051811,protein_coding
ENSG00000169738,DCXR,chr17,-,82037732,82037697,protein_coding
ENSG00000169740,ZNF32,chr10,-,43648856,43648874,protein_coding
ENSG00000169744,LDB2,chr4,-,16898809,16898634,protein_coding
ENSG00000169750,RAC3,chr17,+,82031624,82031707,protein_coding
ENSG00000169752,NRG4,chr15,-,76059795,76012401,protein_coding
ENSG00000169756,LIMS1,chr2,+,108534355,108534470,protein_coding
ENSG00000169758,TMEM266,chr15,+,76059837,76059985,protein_coding
ENSG00000169760,NLGN1,chr3,+,173396284,173397782,protein_coding
ENSG00000169762,TAPT1,chr4,-,16227410,16226471,protein_coding
ENSG00000169764,UGP2,chr2,+,63840940,63841896,protein_coding
ENSG00000169777,TAS2R1,chr5,-,9712378,9712378,protein_coding
ENSG00000169783,LINGO1,chr15,-,77820900,77632888,protein_coding
ENSG00000169789,PRY,chrY,+,22490397,22490397,protein_coding
ENSG00000169800,RBMY1F,chrY,-,22182982,22182982,protein_coding
ENSG00000169807,PRY2,chrY,-,22096007,22096007,protein_coding
ENSG00000169813,HNRNPF,chr10,-,43409166,43409185,protein_coding
ENSG00000169814,BTD,chr3,+,15601341,15601801,protein_coding
ENSG00000169826,CSGALNACT2,chr10,+,43138486,43138445,protein_coding
ENSG00000169836,TACR3,chr4,-,103719816,103719984,protein_coding
ENSG00000169840,GSX1,chr13,+,27792643,27792483,protein_coding
ENSG00000169851,PCDH7,chr4,+,30720415,30720376,protein_coding
ENSG00000169855,ROBO1,chr3,-,79767815,79019459,protein_coding
ENSG00000169856,ONECUT1,chr15,-,52791078,52790336,protein_coding
ENSG00000169857,AVEN,chr15,-,34039176,34039182,protein_coding
ENSG00000169860,P2RY1,chr3,+,152834693,152835131,protein_coding
ENSG00000169862,CTNND2,chr5,-,11904043,11384937,protein_coding
ENSG00000169871,TRIM56,chr7,+,101085439,101085481,protein_coding
ENSG00000169876,MUC17,chr7,+,101020072,101020081,protein_coding
ENSG00000169877,AHSP,chr16,+,31527864,31527900,protein_coding
ENSG00000169884,WNT10B,chr12,-,48971763,48971735,protein_coding
ENSG00000169885,CALML6,chr1,+,1914827,1915672,protein_coding
ENSG00000169891,REPS2,chrX,+,16946691,16946686,protein_coding
ENSG00000169894,MUC3A,chr7,+,100949555,100949534,protein_coding
ENSG00000169895,SYAP1,chrX,+,16719632,16719639,protein_coding
ENSG00000169896,ITGAM,chr16,+,31259990,31259975,protein_coding
ENSG00000169900,PYDC1,chr16,-,31217359,31217359,protein_coding
ENSG00000169902,TPST1,chr7,+,66205199,66205334,protein_coding
ENSG00000169903,TM4SF4,chr3,+,149473974,149474697,protein_coding
ENSG00000169905,TOR1AIP2,chr1,-,179877803,179877803,protein_coding
ENSG00000169906,S100G,chrX,+,16650158,16650158,protein_coding
ENSG00000169908,TM4SF1,chr3,-,149377865,149377648,protein_coding
ENSG00000169914,OTUD3,chr1,+,19882513,19882400,protein_coding
ENSG00000169918,OTUD7A,chr15,-,31870789,31870673,protein_coding
ENSG00000169919,GUSB,chr7,-,65982314,65982213,protein_coding
ENSG00000169925,BRD3,chr9,-,134068535,134067999,protein_coding
ENSG00000169926,KLF13,chr15,+,31326855,31326875,protein_coding
ENSG00000169933,FRMPD4,chrX,+,12138466,12138744,protein_coding
ENSG00000169946,ZFPM2,chr8,+,104590733,105318438,protein_coding
ENSG00000169951,ZNF764,chr16,-,30558498,30558502,protein_coding
ENSG00000169953,HSFY2,chrY,-,18828662,18828662,protein_coding
ENSG00000169957,ZNF768,chr16,-,30526821,30526566,protein_coding
ENSG00000169962,TAS1R3,chr1,+,1331314,1331280,protein_coding
ENSG00000169964,TMEM42,chr3,+,44861869,44861915,protein_coding
ENSG00000169967,MAP3K2,chr2,-,127388465,127387975,protein_coding
ENSG00000169972,PUSL1,chr1,+,1308567,1308597,protein_coding
ENSG00000169976,SF3B5,chr6,-,144095573,144095573,protein_coding
ENSG00000169981,ZNF35,chr3,+,44648727,44648742,protein_coding
ENSG00000169989,TIGD4,chr4,-,152779764,152779729,protein_coding
ENSG00000169991,IFFO2,chr1,-,18956686,18956631,protein_coding
ENSG00000169992,NLGN2,chr17,+,7404874,7404915,protein_coding
ENSG00000169994,MYO7B,chr2,+,127535802,127535722,protein_coding
ENSG00000170004,CHD3,chr17,+,7884806,7884796,protein_coding
ENSG00000170006,TMEM154,chr4,-,152680165,152679966,protein_coding
ENSG00000170011,MYRIP,chr3,+,39808914,39809609,protein_coding
ENSG00000170017,ALCAM,chr3,+,105366909,105366909,protein_coding
ENSG00000170027,YWHAG,chr7,-,76359031,76358989,protein_coding
ENSG00000170035,UBE2E3,chr2,+,180967248,180980605,protein_coding
ENSG00000170037,CNTROB,chr17,+,7932101,7932208,protein_coding
ENSG00000170043,TRAPPC1,chr17,-,7932123,7931946,protein_coding
ENSG00000170044,ZPLD1,chr3,+,102099244,102099244,protein_coding
ENSG00000170049,KCNAB3,chr17,-,7929803,7929819,protein_coding
ENSG00000170054,SERPINA9,chr14,-,94479689,94476197,protein_coding
ENSG00000170074,FAM153A,chr5,-,177783398,177783398,protein_coding
ENSG00000170075,GPR37L1,chr1,+,202122858,202122917,protein_coding
ENSG00000170085,SIMC1,chr5,+,176238367,176238443,protein_coding
ENSG00000170088,TMEM192,chr4,-,165208549,165112860,protein_coding
ENSG00000170091,HMP19,chr5,+,174045604,174045720,protein_coding
ENSG00000170092,SPDYE5,chr7,+,75493625,75493625,protein_coding
ENSG00000170099,SERPINA6,chr14,-,94323394,94323336,protein_coding
ENSG00000170100,ZNF778,chr16,+,89217703,89217710,protein_coding
ENSG00000170113,NIPA1,chr15,-,22773061,22786646,protein_coding
ENSG00000170122,FOXD4,chr9,-,118204,118204,protein_coding
ENSG00000170128,GPR25,chr1,+,200873038,200872981,protein_coding
ENSG00000170142,UBE2E1,chr3,+,23805903,23805994,protein_coding
ENSG00000170144,HNRNPA3,chr2,+,177212563,177212794,protein_coding
ENSG00000170145,SIK2,chr11,+,111602391,111602453,protein_coding
ENSG00000170153,RNF150,chr4,-,141212877,141133469,protein_coding
ENSG00000170160,CCDC144A,chr17,+,16689537,16690243,protein_coding
ENSG00000170162,VGLL2,chr6,+,117265558,117265558,protein_coding
ENSG00000170175,CHRNB1,chr17,+,7445061,7445094,protein_coding
ENSG00000170178,HOXD12,chr2,+,176099730,176099795,protein_coding
ENSG00000170180,GYPA,chr4,-,144140751,144140718,protein_coding
ENSG00000170185,USP38,chr4,+,143184917,143184949,protein_coding
ENSG00000170190,SLC16A5,chr17,+,75087727,75087962,protein_coding
ENSG00000170191,NANP,chr20,-,25624175,25623985,protein_coding
ENSG00000170209,ANKK1,chr11,+,113387791,113387779,protein_coding
ENSG00000170214,ADRA1B,chr5,+,159916783,159916482,protein_coding
ENSG00000170215,FAM27B,chr9,-,61854160,61854160,protein_coding
ENSG00000170222,ADPRM,chr17,+,10697594,10697634,protein_coding
ENSG00000170231,FABP6,chr5,+,160187367,160213734,protein_coding
ENSG00000170234,PWWP2A,chr5,-,160119423,160119450,protein_coding
ENSG00000170236,USP50,chr15,-,50546708,50546666,protein_coding
ENSG00000170242,USP47,chr11,+,11841423,11841975,protein_coding
ENSG00000170248,PDCD6IP,chr3,+,33798352,33798634,protein_coding
ENSG00000170255,MRGPRX1,chr11,-,18939507,18939415,protein_coding
ENSG00000170260,ZNF212,chr7,+,149239651,149239651,protein_coding
ENSG00000170262,MRAP,chr21,+,32291813,32298960,protein_coding
ENSG00000170264,FAM161A,chr2,-,61854143,61854044,protein_coding
ENSG00000170265,ZNF282,chr7,+,149195485,149195578,protein_coding
ENSG00000170266,GLB1,chr3,-,33097230,33097146,protein_coding
ENSG00000170270,C14orf142,chr14,-,93207094,93207065,protein_coding
ENSG00000170271,FAXDC2,chr5,-,154859252,154850597,protein_coding
ENSG00000170275,CRTAP,chr3,+,33113979,33114062,protein_coding
ENSG00000170279,C7orf33,chr7,+,148590565,148590766,protein_coding
ENSG00000170289,CNGB3,chr8,-,86743675,86743634,protein_coding
ENSG00000170290,SLN,chr11,-,107719693,107712056,protein_coding
ENSG00000170291,ELP5,chr17,+,7251416,7252553,protein_coding
ENSG00000170293,CMTM8,chr3,+,32238679,32238682,protein_coding
ENSG00000170298,LGALS9B,chr17,-,20467539,20467539,protein_coding
ENSG00000170310,STX8,chr17,-,9576591,9575820,protein_coding
ENSG00000170312,CDK1,chr10,+,60778331,60778478,protein_coding
ENSG00000170315,UBB,chr17,+,16380798,16381095,protein_coding
ENSG00000170322,NFRKB,chr11,-,129895590,129895557,protein_coding
ENSG00000170323,FABP4,chr8,-,81483263,81483233,protein_coding
ENSG00000170324,FRMPD2,chr10,-,48274870,48274674,protein_coding
ENSG00000170325,PRDM10,chr11,-,130002835,130002835,protein_coding
ENSG00000170340,B3GNT2,chr2,+,62196113,62196115,protein_coding
ENSG00000170345,FOS,chr14,+,75278774,75278828,protein_coding
ENSG00000170348,TMED10,chr14,-,75176631,75176603,protein_coding
ENSG00000170364,SETMAR,chr3,+,4303304,4303369,protein_coding
ENSG00000170365,SMAD1,chr4,+,145481194,145481853,protein_coding
ENSG00000170367,CST5,chr20,-,23879750,23879748,protein_coding
ENSG00000170369,CST2,chr20,-,23826731,23826728,protein_coding
ENSG00000170370,EMX2,chr10,+,117542444,117542746,protein_coding
ENSG00000170373,CST1,chr20,-,23751268,23750769,protein_coding
ENSG00000170374,SP7,chr12,-,53345315,53336354,protein_coding
ENSG00000170379,TCAF2,chr7,+,143620950,143620944,protein_coding
ENSG00000170381,SEMA3E,chr7,-,83649010,83649113,protein_coding
ENSG00000170382,LRRN2,chr1,-,204685733,204685733,protein_coding
ENSG00000170385,SLC30A1,chr1,-,211578742,211579161,protein_coding
ENSG00000170390,DCLK2,chr4,+,150078274,150078445,protein_coding
ENSG00000170396,ZNF804A,chr2,+,184598366,184598530,protein_coding
ENSG00000170412,GPRC5C,chr17,+,74424851,74432090,protein_coding
ENSG00000170417,TMEM182,chr2,+,102736908,102736935,protein_coding
ENSG00000170419,VSTM2A,chr7,+,54542325,54542490,protein_coding
ENSG00000170421,KRT8,chr12,-,52949954,52905076,protein_coding
ENSG00000170423,KRT78,chr12,-,52849092,52848994,protein_coding
ENSG00000170425,ADORA2B,chr17,+,15944917,15945265,protein_coding
ENSG00000170426,SDR9C7,chr12,-,56934405,56934408,protein_coding
ENSG00000170430,MGMT,chr10,+,129467184,129467244,protein_coding
ENSG00000170439,METTL7B,chr12,+,55681546,55681736,protein_coding
ENSG00000170442,KRT86,chr12,+,52249300,52249274,protein_coding
ENSG00000170445,HARS,chr5,-,140692024,140691367,protein_coding
ENSG00000170448,NFXL1,chr4,-,47914667,47914583,protein_coding
ENSG00000170454,KRT75,chr12,-,52434525,52434371,protein_coding
ENSG00000170456,DENND5B,chr12,-,31591097,31591012,protein_coding
ENSG00000170458,CD14,chr5,-,140633701,140633175,protein_coding
ENSG00000170464,DNAJC18,chr5,-,139444491,139439501,protein_coding
ENSG00000170465,KRT6C,chr12,-,52473785,52473805,protein_coding
ENSG00000170469,SPATA24,chr5,-,139404088,139404088,protein_coding
ENSG00000170471,RALGAPB,chr20,+,38472816,38472847,protein_coding
ENSG00000170473,PYM1,chr12,-,55932618,55927894,protein_coding
ENSG00000170476,MZB1,chr5,-,139390081,139389913,protein_coding
ENSG00000170477,KRT4,chr12,-,52814551,52814116,protein_coding
ENSG00000170482,SLC23A1,chr5,-,139384553,139383297,protein_coding
